Expected,Predicted,LIME explanations
5,4.94,"[('alcohol > 0.72', 0.7070758502846115), ('free sulfur dioxide <= -0.71', -0.2506202890882335), ('-0.18 < volatile acidity <= 0.42', -0.11410695793108107), ('residual sugar <= -0.93', -0.10624772590769163), ('fixed acidity > 0.52', -0.08484807880388993), ('density <= -0.76', 0.07522845870547745)]"
5,5.36,"[('alcohol > 0.72', 0.7054675315843906), ('free sulfur dioxide <= -0.71', -0.23342977331525452), ('-0.18 < volatile acidity <= 0.42', -0.12207628931711657), ('residual sugar <= -0.93', -0.11157148540395595), ('fixed acidity > 0.52', -0.07996449490480315), ('density <= -0.76', 0.06893222275554145)]"
5,5.04,"[('alcohol > 0.72', 0.7239049906246345), ('free sulfur dioxide <= -0.71', -0.24072892797814302), ('residual sugar <= -0.93', -0.12176749974274903), ('-0.18 < volatile acidity <= 0.42', -0.11362211845211025), ('fixed acidity > 0.52', -0.08777089261315958), ('density <= -0.76', 0.0768090404287652)]"
6,5.84,"[('alcohol > 0.72', 0.6977429471543927), ('free sulfur dioxide <= -0.71', -0.23916086457516106), ('-0.18 < volatile acidity <= 0.42', -0.1129465199123903), ('residual sugar <= -0.93', -0.1059385997165627), ('fixed acidity > 0.52', -0.09808047249353387), ('density <= -0.76', 0.07416203219098406)]"
5,5.7,"[('alcohol > 0.72', 0.7071861269237264), ('free sulfur dioxide <= -0.71', -0.24038052068769736), ('residual sugar <= -0.93', -0.13609869955527684), ('-0.18 < volatile acidity <= 0.42', -0.10839355949983777), ('fixed acidity > 0.52', -0.08793863638341247), ('density <= -0.76', 0.06502620399641852)]"
5,5.58,"[('alcohol > 0.72', 0.7146777245070017), ('free sulfur dioxide <= -0.71', -0.2384250019833114), ('residual sugar <= -0.93', -0.11905224085419039), ('-0.18 < volatile acidity <= 0.42', -0.1044964321781281), ('fixed acidity > 0.52', -0.10199281785012308), ('density <= -0.76', 0.08334166446016877)]"
6,6.46,"[('alcohol > 0.72', 0.7302660058985792), ('free sulfur dioxide <= -0.71', -0.24170565782326425), ('-0.18 < volatile acidity <= 0.42', -0.11986309851502149), ('residual sugar <= -0.93', -0.10751799026717983), ('fixed acidity > 0.52', -0.09512107544242032), ('density <= -0.76', 0.0687206744977707)]"
6,6.2,"[('alcohol > 0.72', 0.7027351347429789), ('free sulfur dioxide <= -0.71', -0.24131045847659446), ('fixed acidity > 0.52', -0.09738690466976649), ('residual sugar <= -0.93', -0.0961263735035026), ('-0.18 < volatile acidity <= 0.42', -0.092857604433082), ('density <= -0.76', 0.06676068992391575)]"
6,6.38,"[('alcohol > 0.72', 0.7186389892100606), ('free sulfur dioxide <= -0.71', -0.24434752223469336), ('residual sugar <= -0.93', -0.11740110544759601), ('-0.18 < volatile acidity <= 0.42', -0.0990204577283875), ('fixed acidity > 0.52', -0.08687553520587948), ('density <= -0.76', 0.0826650930850237)]"
6,5.38,"[('alcohol > 0.72', 0.7111191972710581), ('free sulfur dioxide <= -0.71', -0.24090857952719386), ('-0.18 < volatile acidity <= 0.42', -0.11175859825509413), ('residual sugar <= -0.93', -0.10849932694424515), ('fixed acidity > 0.52', -0.10062832693466467), ('density <= -0.76', 0.08379561715019897)]"
6,6.2,"[('alcohol > 0.72', 0.7233895006298796), ('free sulfur dioxide <= -0.71', -0.247162205498865), ('residual sugar <= -0.93', -0.11429175897170843), ('-0.18 < volatile acidity <= 0.42', -0.11275914136319394), ('fixed acidity > 0.52', -0.08687215125804572), ('density <= -0.76', 0.07163011402770345)]"
6,5.4,"[('alcohol > 0.72', 0.6963241965472976), ('free sulfur dioxide <= -0.71', -0.23265873817927682), ('fixed acidity > 0.52', -0.10710925936494822), ('residual sugar <= -0.93', -0.10707672267359947), ('-0.18 < volatile acidity <= 0.42', -0.10422889710924799), ('density <= -0.76', 0.07453311389249322)]"
6,6.06,"[('alcohol > 0.72', 0.7135192371920079), ('free sulfur dioxide <= -0.71', -0.2643622462987441), ('-0.18 < volatile acidity <= 0.42', -0.11782787115439299), ('residual sugar <= -0.93', -0.11037267400829921), ('fixed acidity > 0.52', -0.08352804157291681), ('density <= -0.76', 0.08063731196595376)]"
4,5.98,"[('alcohol > 0.72', 0.7193735633664622), ('free sulfur dioxide <= -0.71', -0.24773994914030267), ('residual sugar <= -0.93', -0.11231536654088363), ('-0.18 < volatile acidity <= 0.42', -0.10967459180035276), ('fixed acidity > 0.52', -0.08380434146426187), ('density <= -0.76', 0.08147742986281264)]"
6,5.08,"[('alcohol > 0.72', 0.7160250807577441), ('free sulfur dioxide <= -0.71', -0.2379846008829721), ('-0.18 < volatile acidity <= 0.42', -0.1163315744367495), ('residual sugar <= -0.93', -0.11384313469240019), ('fixed acidity > 0.52', -0.08579722618228272), ('density <= -0.76', 0.07932501794475884)]"
7,6.34,"[('alcohol > 0.72', 0.7028457187299559), ('free sulfur dioxide <= -0.71', -0.24160739045513357), ('residual sugar <= -0.93', -0.1226597076161082), ('-0.18 < volatile acidity <= 0.42', -0.12095041520579917), ('fixed acidity > 0.52', -0.07534432162998621), ('density <= -0.76', 0.06873448578269038)]"
7,5.74,"[('alcohol > 0.72', 0.7044988826362617), ('free sulfur dioxide <= -0.71', -0.26355059432973266), ('-0.18 < volatile acidity <= 0.42', -0.12663516244689868), ('residual sugar <= -0.93', -0.09796267370078181), ('fixed acidity > 0.52', -0.08854280792752807), ('density <= -0.76', 0.06877579215096988)]"
7,6.72,"[('alcohol > 0.72', 0.7054189651799049), ('free sulfur dioxide <= -0.71', -0.24977988693017533), ('residual sugar <= -0.93', -0.13569522882192186), ('-0.18 < volatile acidity <= 0.42', -0.10408652270988916), ('fixed acidity > 0.52', -0.09339819937027327), ('density <= -0.76', 0.07308008144816687)]"
7,6.48,"[('alcohol > 0.72', 0.711211028604371), ('free sulfur dioxide <= -0.71', -0.25210247250028417), ('residual sugar <= -0.93', -0.11095609247265197), ('-0.18 < volatile acidity <= 0.42', -0.10803257018090776), ('density <= -0.76', 0.10767901980240395), ('fixed acidity > 0.52', -0.08448213101606153)]"
7,6.48,"[('alcohol > 0.72', 0.7106296377399328), ('free sulfur dioxide <= -0.71', -0.23472758653555723), ('-0.18 < volatile acidity <= 0.42', -0.09848323759541075), ('residual sugar <= -0.93', -0.09761629105010955), ('density <= -0.76', 0.08963835030623546), ('fixed acidity > 0.52', -0.0752098851393327)]"
6,5.38,"[('alcohol > 0.72', 0.7210521702539422), ('free sulfur dioxide <= -0.71', -0.25152094567428007), ('residual sugar <= -0.93', -0.10716268624865452), ('fixed acidity > 0.52', -0.10033924267259553), ('-0.18 < volatile acidity <= 0.42', -0.10004153543913562), ('density <= -0.76', 0.06365932540465431)]"
6,6.5,"[('alcohol > 0.72', 0.704403632260071), ('free sulfur dioxide <= -0.71', -0.25887967713349347), ('-0.18 < volatile acidity <= 0.42', -0.11345743512415013), ('residual sugar <= -0.93', -0.10398889550166554), ('density <= -0.76', 0.08311824717209794), ('fixed acidity > 0.52', -0.07571257375826873)]"
5,5.02,"[('alcohol > 0.72', 0.7078837564357886), ('free sulfur dioxide <= -0.71', -0.23601305008735926), ('-0.18 < volatile acidity <= 0.42', -0.1196031233735137), ('residual sugar <= -0.93', -0.10999933251115934), ('fixed acidity > 0.52', -0.08260398710817637), ('density <= -0.76', 0.07591794963015076)]"
7,5.32,"[('alcohol > 0.72', 0.7094062165073625), ('free sulfur dioxide <= -0.71', -0.24565057910533294), ('residual sugar <= -0.93', -0.10610494532850238), ('-0.18 < volatile acidity <= 0.42', -0.10368649567751947), ('fixed acidity > 0.52', -0.0835494230428414), ('density <= -0.76', 0.06535814961351144)]"
6,5.68,"[('alcohol > 0.72', 0.6952103756885194), ('free sulfur dioxide <= -0.71', -0.23556946597805214), ('residual sugar <= -0.93', -0.12105642057690137), ('-0.18 < volatile acidity <= 0.42', -0.09862834845340118), ('density <= -0.76', 0.08354576855916983), ('fixed acidity > 0.52', -0.07160673815387965)]"
6,5.68,"[('alcohol > 0.72', 0.708316347341909), ('free sulfur dioxide <= -0.71', -0.23634191813535466), ('residual sugar <= -0.93', -0.131331144892785), ('-0.18 < volatile acidity <= 0.42', -0.12582376480975374), ('fixed acidity > 0.52', -0.08633317629707589), ('density <= -0.76', 0.06691241114931938)]"
5,5.14,"[('alcohol > 0.72', 0.6992201322851221), ('free sulfur dioxide <= -0.71', -0.23020294825266377), ('-0.18 < volatile acidity <= 0.42', -0.12403665054198394), ('residual sugar <= -0.93', -0.10495275528405032), ('fixed acidity > 0.52', -0.08919512050469793), ('density <= -0.76', 0.0678751896449292)]"
6,5.04,"[('alcohol > 0.72', 0.6983045758158548), ('free sulfur dioxide <= -0.71', -0.25499039445671084), ('residual sugar <= -0.93', -0.12283024940346887), ('-0.18 < volatile acidity <= 0.42', -0.10349896008759618), ('density <= -0.76', 0.08187611460266288), ('fixed acidity > 0.52', -0.08121667052030508)]"
5,5.08,"[('alcohol > 0.72', 0.6977176333875365), ('free sulfur dioxide <= -0.71', -0.26031216451810407), ('residual sugar <= -0.93', -0.1184742178855469), ('-0.18 < volatile acidity <= 0.42', -0.11599766394460749), ('density <= -0.76', 0.07334393885765954), ('fixed acidity > 0.52', -0.07323649931972157)]"
5,5.26,"[('alcohol > 0.72', 0.7083953679650212), ('free sulfur dioxide <= -0.71', -0.23714999348802324), ('residual sugar <= -0.93', -0.10765323539093637), ('-0.18 < volatile acidity <= 0.42', -0.10023859576958376), ('fixed acidity > 0.52', -0.09929451776704619), ('density <= -0.76', 0.06134914736037716)]"
6,5.82,"[('alcohol > 0.72', 0.7128937370054746), ('free sulfur dioxide <= -0.71', -0.2508484969069934), ('residual sugar <= -0.93', -0.10239647257068014), ('-0.18 < volatile acidity <= 0.42', -0.10193110369637895), ('fixed acidity > 0.52', -0.08306601819299432), ('density <= -0.76', 0.06079092033176099)]"
5,4.52,"[('alcohol > 0.72', 0.705280806203249), ('free sulfur dioxide <= -0.71', -0.24466133240938578), ('-0.18 < volatile acidity <= 0.42', -0.1120286527162483), ('residual sugar <= -0.93', -0.10508656441771032), ('density <= -0.76', 0.08321085822638442), ('fixed acidity > 0.52', -0.08026534717679412)]"
8,6.4,"[('alcohol > 0.72', 0.7162407165117647), ('free sulfur dioxide <= -0.71', -0.2302181715360127), ('-0.18 < volatile acidity <= 0.42', -0.11475684010595016), ('residual sugar <= -0.93', -0.10048167742084937), ('fixed acidity > 0.52', -0.09898036162999438), ('density <= -0.76', 0.07357692729692292)]"
4,4.94,"[('alcohol > 0.72', 0.7012997648715987), ('free sulfur dioxide <= -0.71', -0.23712771506317917), ('residual sugar <= -0.93', -0.12428527839224625), ('-0.18 < volatile acidity <= 0.42', -0.09292468012173434), ('fixed acidity > 0.52', -0.07345331883354549), ('density <= -0.76', 0.06456664021137656)]"
6,5.24,"[('alcohol > 0.72', 0.7099985195803685), ('free sulfur dioxide <= -0.71', -0.24887445983782447), ('-0.18 < volatile acidity <= 0.42', -0.11941739943187353), ('fixed acidity > 0.52', -0.11826151551432015), ('residual sugar <= -0.93', -0.09644188319409909), ('density <= -0.76', 0.08604660040319043)]"
5,5.32,"[('alcohol > 0.72', 0.7179645730318237), ('free sulfur dioxide <= -0.71', -0.22061862034622648), ('-0.18 < volatile acidity <= 0.42', -0.12498058450637257), ('residual sugar <= -0.93', -0.11165818790828878), ('density <= -0.76', 0.08571811336268965), ('fixed acidity > 0.52', -0.07424706712517613)]"
5,5.2,"[('alcohol > 0.72', 0.7108195879787034), ('free sulfur dioxide <= -0.71', -0.23199227839158448), ('-0.18 < volatile acidity <= 0.42', -0.13153395358722667), ('residual sugar <= -0.93', -0.12061086476504229), ('density <= -0.76', 0.08903501449301027), ('fixed acidity > 0.52', -0.08149190287853324)]"
6,5.72,"[('alcohol > 0.72', 0.7078780323451653), ('free sulfur dioxide <= -0.71', -0.23125886358443218), ('-0.18 < volatile acidity <= 0.42', -0.11727289396154032), ('residual sugar <= -0.93', -0.11184850286132167), ('fixed acidity > 0.52', -0.0850200684113298), ('density <= -0.76', 0.07675794189692578)]"
7,6.82,"[('alcohol > 0.72', 0.7095762345265364), ('free sulfur dioxide <= -0.71', -0.21510845127891204), ('residual sugar <= -0.93', -0.10058504428125829), ('-0.18 < volatile acidity <= 0.42', -0.08534838414553546), ('density <= -0.76', 0.06729574091706395), ('fixed acidity > 0.52', -0.06590750317388054)]"
6,5.78,"[('alcohol > 0.72', 0.7071488324164245), ('free sulfur dioxide <= -0.71', -0.23842399560426483), ('-0.18 < volatile acidity <= 0.42', -0.12300000024076925), ('residual sugar <= -0.93', -0.11301227254319007), ('fixed acidity > 0.52', -0.09769239083206922), ('density <= -0.76', 0.06806860477673078)]"
4,5.12,"[('alcohol > 0.72', 0.7206779968655505), ('free sulfur dioxide <= -0.71', -0.2450045844725463), ('residual sugar <= -0.93', -0.11803943088268513), ('-0.18 < volatile acidity <= 0.42', -0.10107912375858848), ('fixed acidity > 0.52', -0.0789141454115578), ('density <= -0.76', 0.07369771810543911)]"
4,5.06,"[('alcohol > 0.72', 0.6966207471973869), ('free sulfur dioxide <= -0.71', -0.23896492270763067), ('-0.18 < volatile acidity <= 0.42', -0.1287097657246363), ('residual sugar <= -0.93', -0.11277698860962566), ('density <= -0.76', 0.0761627490460382), ('fixed acidity > 0.52', -0.0670256847566088)]"
6,5.86,"[('alcohol > 0.72', 0.7124409464458202), ('free sulfur dioxide <= -0.71', -0.24560059706970946), ('-0.18 < volatile acidity <= 0.42', -0.12262590836864863), ('residual sugar <= -0.93', -0.09975635884226096), ('density <= -0.76', 0.07291206396040802), ('fixed acidity > 0.52', -0.06752127452397526)]"
6,6.4,"[('alcohol > 0.72', 0.6832277853646793), ('free sulfur dioxide <= -0.71', -0.2539759698704147), ('-0.18 < volatile acidity <= 0.42', -0.1306294618857547), ('residual sugar <= -0.93', -0.12877029804989304), ('fixed acidity > 0.52', -0.10323765723638113), ('density <= -0.76', 0.06778611736723833)]"
6,5.96,"[('alcohol > 0.72', 0.692993227113687), ('free sulfur dioxide <= -0.71', -0.2294115413132414), ('residual sugar <= -0.93', -0.12811087234724386), ('-0.18 < volatile acidity <= 0.42', -0.12663875155992285), ('fixed acidity > 0.52', -0.0872334375064942), ('density <= -0.76', 0.0736207456691427)]"
6,5.42,"[('alcohol > 0.72', 0.7185138136942165), ('free sulfur dioxide <= -0.71', -0.2325112580732258), ('-0.18 < volatile acidity <= 0.42', -0.12321018192463389), ('residual sugar <= -0.93', -0.1199234179434543), ('density <= -0.76', 0.08366760481423074), ('fixed acidity > 0.52', -0.07558100321846908)]"
6,6.02,"[('alcohol > 0.72', 0.6989061562683251), ('free sulfur dioxide <= -0.71', -0.2192400593164658), ('-0.18 < volatile acidity <= 0.42', -0.12504450949691176), ('residual sugar <= -0.93', -0.11597512061651216), ('fixed acidity > 0.52', -0.08279288692625228), ('density <= -0.76', 0.07695005605472709)]"
5,5.38,"[('alcohol > 0.72', 0.7191218500070272), ('free sulfur dioxide <= -0.71', -0.23514604509934872), ('residual sugar <= -0.93', -0.13028276502932484), ('-0.18 < volatile acidity <= 0.42', -0.11272775251823351), ('fixed acidity > 0.52', -0.07641173012177697), ('density <= -0.76', 0.06947796686326357)]"
5,5.38,"[('alcohol > 0.72', 0.6962399622241328), ('free sulfur dioxide <= -0.71', -0.24092776254683446), ('residual sugar <= -0.93', -0.11210697010258767), ('-0.18 < volatile acidity <= 0.42', -0.09502297850071277), ('fixed acidity > 0.52', -0.09371217241630135), ('density <= -0.76', 0.07678434008693749)]"
5,5.26,"[('alcohol > 0.72', 0.7084463828017595), ('free sulfur dioxide <= -0.71', -0.23746811874606083), ('residual sugar <= -0.93', -0.12279041050548281), ('-0.18 < volatile acidity <= 0.42', -0.09700327654491607), ('density <= -0.76', 0.08211035138616998), ('fixed acidity > 0.52', -0.0713731092614443)]"
5,5.52,"[('alcohol > 0.72', 0.6903837944265836), ('free sulfur dioxide <= -0.71', -0.23588335063521187), ('-0.18 < volatile acidity <= 0.42', -0.1344905054544297), ('residual sugar <= -0.93', -0.11559462396725219), ('fixed acidity > 0.52', -0.11252116402673118), ('density <= -0.76', 0.08432380367416731)]"
5,4.98,"[('alcohol > 0.72', 0.7147562509422075), ('free sulfur dioxide <= -0.71', -0.24116086598781972), ('residual sugar <= -0.93', -0.1117889875987407), ('-0.18 < volatile acidity <= 0.42', -0.10271732326195188), ('density <= -0.76', 0.09180038118389637), ('fixed acidity > 0.52', -0.08921373067407512)]"
6,6.2,"[('alcohol > 0.72', 0.6999651585402461), ('free sulfur dioxide <= -0.71', -0.24958429228983373), ('-0.18 < volatile acidity <= 0.42', -0.12261118995477067), ('residual sugar <= -0.93', -0.11448892292369593), ('density <= -0.76', 0.07856530966864016), ('fixed acidity > 0.52', -0.07123115364880374)]"
6,5.78,"[('alcohol > 0.72', 0.7114650270444659), ('free sulfur dioxide <= -0.71', -0.24153277133778797), ('-0.18 < volatile acidity <= 0.42', -0.12969039764347076), ('residual sugar <= -0.93', -0.11085183062981802), ('fixed acidity > 0.52', -0.0811081563737397), ('density <= -0.76', 0.07657823369067521)]"
7,5.7,"[('alcohol > 0.72', 0.6917421339193993), ('free sulfur dioxide <= -0.71', -0.24534100797861938), ('residual sugar <= -0.93', -0.12240665491475641), ('-0.18 < volatile acidity <= 0.42', -0.10317309877486872), ('fixed acidity > 0.52', -0.09394616850843365), ('density <= -0.76', 0.0775607628174971)]"
6,6.0,"[('alcohol > 0.72', 0.7166067709017012), ('free sulfur dioxide <= -0.71', -0.23600023110707039), ('-0.18 < volatile acidity <= 0.42', -0.1133530272543318), ('residual sugar <= -0.93', -0.10729792792224419), ('fixed acidity > 0.52', -0.08400998587489239), ('density <= -0.76', 0.07981877196675378)]"
7,6.24,"[('alcohol > 0.72', 0.7278829696812567), ('free sulfur dioxide <= -0.71', -0.2388230731466888), ('residual sugar <= -0.93', -0.1284926805319456), ('-0.18 < volatile acidity <= 0.42', -0.11429319577798057), ('fixed acidity > 0.52', -0.08522560118562936), ('density <= -0.76', 0.062371789386923095)]"
6,5.56,"[('alcohol > 0.72', 0.712718589813247), ('free sulfur dioxide <= -0.71', -0.24520809269838786), ('residual sugar <= -0.93', -0.13157565974036942), ('-0.18 < volatile acidity <= 0.42', -0.10305194418673665), ('fixed acidity > 0.52', -0.08218355710771273), ('density <= -0.76', 0.07189322364362331)]"
6,6.56,"[('alcohol > 0.72', 0.7142590162080151), ('free sulfur dioxide <= -0.71', -0.23329928245222978), ('-0.18 < volatile acidity <= 0.42', -0.11420397120455049), ('residual sugar <= -0.93', -0.09525580099768927), ('fixed acidity > 0.52', -0.06693500710095783), ('density <= -0.76', 0.05470255215769981)]"
6,5.76,"[('alcohol > 0.72', 0.6976156180863126), ('free sulfur dioxide <= -0.71', -0.26339347607696434), ('-0.18 < volatile acidity <= 0.42', -0.10245334459576484), ('residual sugar <= -0.93', -0.10057399622186064), ('fixed acidity > 0.52', -0.07565648562518233), ('density <= -0.76', 0.06489136405570807)]"
